Serial Port,Voltage (V),Average X,Average Y,Average Z
COM20,0.23271652445470262,-20.52,10.2,-0.58
COM21,0.23271652445470262,-62.4,53.57,-91.84
COM16,0.21542342630080982,-37.73,38.4,-90.65
COM18,0.21542342630080982,-16.69,18.74,-45.73
COM19,0.21542342630080982,-61.89,56.8,14.17
COM20,0.21542342630080982,-20.83,10.06,-6.17
COM21,0.21542342630080982,-55.26,48.44,-80.07
COM16,0.2608093305406828,-33.49,12.18,-105.02
COM18,0.2608093305406828,-26.59,29.66,-30.98
COM19,0.2608093305406828,1.6,8.89,29.42
COM20,0.2608093305406828,40.45,-34.78,8.21
COM21,0.2608093305406828,0.73,39.03,-87.23
COM16,0.17710788911963335,-34.36,4.92,-93.61
COM18,0.17710788911963335,-29.03,27.29,-38.61
COM19,0.17710788911963335,3.0,7.25,3.19
COM20,0.17710788911963335,39.91,-35.58,-17.46
COM21,0.17710788911963335,4.47,38.94,-74.44
COM16,0.2578701918903609,-37.55,41.82,-96.69
COM18,0.2578701918903609,-15.43,19.88,-42.09
COM19,0.2578701918903609,-62.76,58.12,26.79
COM20,0.2578701918903609,-20.75,10.07,8.11
COM21,0.2578701918903609,-63.71,54.13,-95.7
COM16,0.1370726361165374,-34.63,1.3,-88.26
COM18,0.1370726361165374,-30.39,26.56,-41.95
COM19,0.1370726361165374,3.76,6.52,-9.42
COM20,0.1370726361165374,39.29,-35.98,-28.7
COM21,0.1370726361165374,6.5,38.93,-67.91
COM16,0.2261969407289943,-37.74,39.16,-92.68
COM18,0.2261969407289943,-15.93,18.83,-44.48
COM19,0.2261969407289943,-61.94,57.07,17.46
COM20,0.2261969407289943,-20.62,10.1,-2.1
COM21,0.2261969407289943,-61.8,53.93,-90.38
COM16,0.18595210123129516,-34.59,30.77,-88.63
COM18,0.18595210123129516,-32.8,17.62,-50.87
COM19,0.18595210123129516,4.89,50.85,4.47
COM20,0.18595210123129516,33.67,7.58,-13.51
COM21,0.18595210123129516,-7.13,51.04,-70.71
COM16,0.012351072716405809,-39.25,-6.46,-68.92
COM18,0.012351072716405809,-18.59,23.09,-48.87
COM19,0.012351072716405809,-60.0,8.65,-48.09
COM20,0.012351072716405809,-19.75,-35.06,-65.88
COM21,0.012351072716405809,-42.75,41.29,-61.28
COM16,0.27963416197893454,-33.91,39.01,-102.17
COM18,0.27963416197893454,-29.84,20.06,-43.17
COM19,0.27963416197893454,3.69,52.72,33.28
COM20,0.27963416197893454,37.73,8.79,13.24
COM21,0.27963416197893454,-11.05,51.35,-84.67
COM16,0.0161183998681108,-39.23,-5.8,-68.92
COM18,0.0161183998681108,-17.69,23.79,-48.96
COM19,0.0161183998681108,-59.98,9.03,-46.85
COM20,0.0161183998681108,-19.85,-35.05,-64.73
COM21,0.0161183998681108,-42.93,41.69,-62.26
COM16,0.20049863936280166,-34.93,32.69,-90.61
COM18,0.20049863936280166,-32.16,18.2,-49.67
COM19,0.20049863936280166,4.62,51.54,9.35
COM20,0.20049863936280166,37.11,8.39,-11.65
COM21,0.20049863936280166,-7.81,50.96,-72.75
COM16,0.03989742432574759,-39.59,22.88,-66.13
COM18,0.03989742432574759,-21.95,13.98,-60.67
COM19,0.03989742432574759,-58.63,53.44,-41.85
COM20,0.03989742432574759,-22.82,9.12,-59.02
COM21,0.03989742432574759,-53.56,53.63,-61.35
COM16,0.22174944871920926,-34.38,34.2,-92.88
COM18,0.22174944871920926,-31.6,18.57,-48.09
COM19,0.22174944871920926,4.34,51.82,15.58
COM20,0.22174944871920926,37.49,8.71,-4.75
COM21,0.22174944871920926,-8.49,51.05,-76.62
COM16,0.22685929676950897,-33.82,9.73,-100.76
COM18,0.22685929676950897,-27.33,29.11,-34.26
COM19,0.22685929676950897,2.35,8.4,18.98
COM20,0.22685929676950897,40.44,-35.11,-3.16
COM21,0.22685929676950897,2.12,39.22,-81.65
COM16,0.2280480993337027,-37.22,14.3,-98.87
COM18,0.2280480993337027,-12.1,29.52,-31.4
COM19,0.2280480993337027,-63.7,12.96,19.39
COM20,0.2280480993337027,-17.71,-33.62,-1.44
COM21,0.2280480993337027,-51.54,42.01,-95.21
COM16,0.03867162423944088,-36.48,15.84,-67.99
COM18,0.03867162423944088,-37.62,13.55,-63.96
COM19,0.03867162423944088,7.56,48.01,-41.29
COM20,0.03867162423944088,35.54,7.87,-59.85
COM21,0.03867162423944088,0.76,51.08,-47.16
COM16,0.26246328545191266,-34.14,37.66,-98.76
COM18,0.26246328545191266,-30.85,19.44,-44.55
COM19,0.26246328545191266,3.85,52.76,28.11
COM20,0.26246328545191266,37.62,9.25,8.68
COM21,0.26246328545191266,-10.32,51.18,-82.88
COM16,0.1925035520458315,-37.84,36.25,-87.57
COM18,0.1925035520458315,-17.28,18.19,-47.46
COM19,0.1925035520458315,-61.32,56.74,6.8
COM20,0.1925035520458315,-21.5,9.96,-13.07
COM21,0.1925035520458315,-60.02,53.82,-85.31
COM16,0.23366873949887051,-37.52,40.13,-93.1
COM18,0.23366873949887051,-15.65,19.17,-43.94
COM19,0.23366873949887051,-62.37,57.62,19.12
COM20,0.23366873949887051,-21.13,10.49,-0.22
COM21,0.23366873949887051,-62.02,53.79,-92.01
COM16,0.13263240480289157,-35.0,4.14,-86.31
COM18,0.13263240480289157,-30.23,26.2,-42.47
COM19,0.13263240480289157,3.83,6.6,-11.69
COM20,0.13263240480289157,39.17,-35.41,-29.14
COM21,0.13263240480289157,6.48,38.76,-67.09
COM16,0.22020535894211538,-34.75,34.0,-92.83
COM18,0.22020535894211538,-31.86,18.54,-48.44
COM19,0.22020535894211538,4.66,52.19,14.9
COM20,0.22020535894211538,36.93,8.73,-5.44
COM21,0.22020535894211538,-8.01,50.98,-76.04
COM16,0.27613711176985634,-37.2,43.85,-98.66
COM18,0.27613711176985634,-14.38,20.29,-40.34
COM19,0.27613711176985634,-62.98,58.83,32.79
COM20,0.27613711176985634,-20.53,10.81,13.26
COM21,0.27613711176985634,-63.82,53.6,-98.48
COM16,0.041900796987375144,-39.3,22.85,-65.95
COM18,0.041900796987375144,-21.66,14.06,-59.54
COM19,0.041900796987375144,-58.75,53.65,-40.63
COM20,0.041900796987375144,-22.74,9.32,-58.21
COM21,0.041900796987375144,-53.34,53.77,-61.85
COM16,0.08839071778992988,-35.41,22.16,-73.96
COM18,0.08839071778992988,-35.98,14.63,-58.87
COM19,0.08839071778992988,6.56,49.13,-26.25
COM20,0.08839071778992988,36.27,8.08,-46.26
COM21,0.08839071778992988,-2.5,50.78,-55.14
COM16,0.03054869546673392,-38.76,-4.55,-71.06
COM18,0.03054869546673392,-17.87,23.89,-47.72
COM19,0.03054869546673392,-60.45,9.57,-42.55
COM20,0.03054869546673392,-19.68,-34.54,-60.16
COM21,0.03054869546673392,-42.92,41.66,-64.77
COM16,0.06248411650554855,-38.47,-1.6,-76.0
COM18,0.06248411650554855,-16.83,24.78,-45.23
COM19,0.06248411650554855,-61.01,10.15,-32.34
COM20,0.06248411650554855,-19.53,-34.52,-51.02
COM21,0.06248411650554855,-44.58,41.57,-69.07
COM16,0.034135811046652705,-35.44,-9.01,-73.06
COM18,0.034135811046652705,-33.63,23.41,-50.48
COM19,0.034135811046652705,5.49,4.59,-41.17
COM20,0.034135811046652705,38.26,-35.77,-59.69
COM21,0.034135811046652705,10.7,39.08,-51.78
COM16,0.22817163886843012,-36.94,14.16,-98.63
COM18,0.22817163886843012,-11.88,28.84,-30.91
COM19,0.22817163886843012,-63.73,13.72,19.11
COM20,0.22817163886843012,-18.08,-33.21,-0.83
COM21,0.22817163886843012,-51.63,41.92,-95.22
COM16,0.2905928312865032,-36.54,19.48,-107.07
COM18,0.2905928312865032,-10.1,30.81,-25.28
COM19,0.2905928312865032,-64.97,15.06,39.02
COM20,0.2905928312865032,-17.16,-32.85,18.53
COM21,0.2905928312865032,-54.49,41.9,-104.83
COM16,0.048326004974075895,-35.78,18.64,-68.88
COM18,0.048326004974075895,-37.36,14.1,-62.24
COM19,0.048326004974075895,7.16,48.36,-39.05
COM20,0.048326004974075895,35.65,7.87,-57.06
COM21,0.048326004974075895,0.72,50.65,-48.35
COM16,0.24688583918713713,-36.68,15.68,-100.53
COM18,0.24688583918713713,-11.19,29.84,-29.25
COM19,0.24688583918713713,-64.18,14.24,25.31
COM20,0.24688583918713713,-17.54,-33.18,5.2
COM21,0.24688583918713713,-52.13,42.08,-98.14
COM16,0.09284316696597969,-34.75,24.45,-65.75
COM18,0.09284316696597969,-20.35,15.65,-55.83
COM19,0.09284316696597969,-61.29,54.81,-25.23
COM20,0.09284316696597969,-22.33,9.64,-42.79
COM21,0.09284316696597969,-55.11,54.03,-69.33
COM16,0.2970188021459233,-36.97,45.38,-101.78
COM18,0.2970188021459233,-14.23,21.16,-38.78
COM19,0.2970188021459233,-63.24,58.88,39.46
COM20,0.2970188021459233,-20.41,10.92,19.81
COM21,0.2970188021459233,-64.12,53.97,-101.62
COM16,0.14436632208460234,-37.88,6.28,-86.96
COM18,0.14436632208460234,-14.7,27.14,-37.8
COM19,0.14436632208460234,-62.75,11.69,-7.26
COM20,0.14436632208460234,-18.46,-33.8,-26.07
COM21,0.14436632208460234,-47.91,41.82,-82.33
COM16,0.2646786586159727,-33.86,37.92,-98.94
COM18,0.2646786586159727,-30.51,19.96,-44.52
COM19,0.2646786586159727,3.3,52.51,29.38
COM20,0.2646786586159727,37.88,9.42,9.45
COM21,0.2646786586159727,-10.13,51.28,-83.83
COM16,0.15978196952498208,-37.6,8.04,-88.54
COM18,0.15978196952498208,-13.89,27.86,-36.7
COM19,0.15978196952498208,-63.16,12.01,-2.52
COM20,0.15978196952498208,-18.78,-33.49,-21.62
COM21,0.15978196952498208,-48.57,41.74,-84.82
COM16,0.16883814846157816,-37.7,34.16,-83.64
COM18,0.16883814846157816,-17.94,17.89,-49.61
COM19,0.16883814846157816,-61.23,56.14,-0.51
COM20,0.16883814846157816,-21.73,10.3,-20.11
COM21,0.16883814846157816,-58.64,53.94,-81.98
COM16,0.13449563199866546,-38.57,31.18,-79.58
COM18,0.13449563199866546,-19.12,16.98,-52.09
COM19,0.13449563199866546,-60.19,55.68,-12.35
COM20,0.13449563199866546,-21.94,10.28,-30.01
COM21,0.13449563199866546,-57.23,53.95,-76.4
COM16,0.21524355240679519,-33.76,8.11,-98.38
COM18,0.21524355240679519,-27.38,28.57,-34.28
COM19,0.21524355240679519,2.6,8.21,15.21
COM20,0.21524355240679519,39.93,-34.56,-5.89
COM21,0.21524355240679519,2.89,39.09,-79.95
COM16,0.1955656988231822,-34.62,31.84,-89.56
COM18,0.1955656988231822,-33.02,18.04,-49.67
COM19,0.1955656988231822,4.82,51.27,8.25
COM20,0.1955656988231822,36.98,9.21,-12.98
COM21,0.1955656988231822,-7.05,51.16,-72.78
COM16,0.019191156069514704,-36.32,16.68,-64.99
COM18,0.019191156069514704,-38.35,13.28,-64.88
COM19,0.019191156069514704,7.9,47.64,-47.45
COM20,0.019191156069514704,35.28,7.86,-66.41
COM21,0.019191156069514704,2.04,50.6,-44.38
COM16,0.07156721904824216,-35.87,21.05,-72.36
COM18,0.07156721904824216,-36.33,14.93,-60.75
COM19,0.07156721904824216,6.66,48.46,-31.91
COM20,0.07156721904824216,35.27,8.19,-49.89
COM21,0.07156721904824216,-1.44,50.49,-52.62
COM16,0.09802998443798695,-38.47,2.62,-81.03
COM18,0.09802998443798695,-15.94,26.14,-42.09
COM19,0.09802998443798695,-61.99,10.65,-21.26
COM20,0.09802998443798695,-19.31,-33.68,-39.55
COM21,0.09802998443798695,-46.2,41.37,-75.06
COM16,0.026098648900048104,-39.33,-4.84,-70.51
COM18,0.026098648900048104,-18.29,24.42,-48.64
COM19,0.026098648900048104,-60.59,8.91,-43.02
COM20,0.026098648900048104,-19.81,-34.51,-61.34
COM21,0.026098648900048104,-42.8,41.41,-64.0
COM16,0.2621560492712245,-34.01,37.55,-99.2
COM18,0.2621560492712245,-30.38,19.93,-44.76
COM19,0.2621560492712245,3.86,52.77,29.11
COM20,0.2621560492712245,37.6,9.34,8.91
COM21,0.2621560492712245,-10.11,50.92,-82.32
COM16,0.1925956320795393,-38.43,36.4,-87.26
COM18,0.1925956320795393,-16.82,18.63,-47.57
COM19,0.1925956320795393,-61.64,56.55,6.91
COM20,0.1925956320795393,-21.39,10.27,-12.37
COM21,0.1925956320795393,-60.35,53.87,-85.11
COM16,0.21484453021824249,-37.87,12.89,-96.8
COM18,0.21484453021824249,-12.22,29.0,-32.63
COM19,0.21484453021824249,-63.8,13.02,15.45
COM20,0.21484453021824249,-18.08,-33.43,-4.71
COM21,0.21484453021824249,-51.15,41.47,-93.57
COM16,0.05296345727050794,-36.13,-7.5,-76.58
COM18,0.05296345727050794,-32.48,24.37,-49.18
COM19,0.05296345727050794,5.28,4.91,-35.59
COM20,0.05296345727050794,38.67,-35.89,-54.18
COM21,0.05296345727050794,10.15,38.81,-54.19
COM16,0.10530695696215832,-36.18,23.57,-76.92
COM18,0.10530695696215832,-35.53,15.59,-57.98
COM19,0.10530695696215832,6.27,49.67,-20.92
COM20,0.10530695696215832,36.86,8.05,-39.37
COM21,0.10530695696215832,-3.52,50.66,-58.06
COM16,0.09677297225375382,-38.94,2.27,-80.2
COM18,0.09677297225375382,-16.07,26.02,-42.31
COM19,0.09677297225375382,-61.57,10.76,-21.78
COM20,0.09677297225375382,-19.06,-34.21,-40.22
COM21,0.09677297225375382,-46.19,41.48,-75.04
COM16,0.09479714386669305,-36.14,22.64,-75.34
COM18,0.09479714386669305,-35.83,15.59,-58.97
COM19,0.09479714386669305,6.85,49.45,-23.96
COM20,0.09479714386669305,36.11,7.91,-42.57
COM21,0.09479714386669305,-2.66,50.67,-56.44
COM16,0.17215038788615478,-38.41,9.0,-91.03
COM18,0.17215038788615478,-13.41,27.9,-36.08
COM19,0.17215038788615478,-62.81,12.32,2.66
COM20,0.17215038788615478,-18.43,-33.79,-17.96
COM21,0.17215038788615478,-49.19,41.45,-86.47
COM16,0.031299011859703296,-36.39,-8.74,-72.63
COM18,0.031299011859703296,-33.55,23.76,-50.39
COM19,0.031299011859703296,5.74,4.45,-42.2
COM20,0.031299011859703296,38.21,-36.07,-60.18
COM21,0.031299011859703296,10.92,38.83,-51.19
COM16,0.0069946787434134955,-40.05,17.32,-62.39
COM18,0.0069946787434134955,-23.3,13.18,-62.88
COM19,0.0069946787434134955,-58.35,52.82,-51.5
COM20,0.0069946787434134955,-22.88,9.4,-68.21
COM21,0.0069946787434134955,-52.07,53.32,-55.75
COM16,0.02872548721862961,-36.34,-9.04,-72.59
COM18,0.02872548721862961,-33.83,23.45,-50.75
COM19,0.02872548721862961,5.55,4.06,-42.41
COM20,0.02872548721862961,34.61,-32.23,-54.77
COM21,0.02872548721862961,10.64,38.29,-50.85
COM16,0.25868131734751126,-38.08,37.16,-94.79
COM18,0.25868131734751126,-15.2,19.87,-41.65
COM19,0.25868131734751126,-62.9,57.77,27.9
COM20,0.25868131734751126,-20.44,10.68,8.18
COM21,0.25868131734751126,-63.22,53.73,-96.07
COM16,0.21302843713472208,-34.99,33.06,-91.86
COM18,0.21302843713472208,-31.98,18.77,-48.45
COM19,0.21302843713472208,4.23,51.58,13.16
COM20,0.21302843713472208,37.25,8.97,-7.19
COM21,0.21302843713472208,-8.35,50.87,-74.91
COM16,0.26405901232267504,-33.91,12.6,-105.26
COM18,0.26405901232267504,-26.14,30.35,-31.36
COM19,0.26405901232267504,1.53,8.98,30.44
COM20,0.26405901232267504,40.61,-34.24,9.46
COM21,0.26405901232267504,0.64,39.23,-87.5
COM16,0.1418259294246012,-38.63,6.38,-86.48
COM18,0.1418259294246012,-14.72,27.11,-37.74
COM19,0.1418259294246012,-62.65,11.48,-8.19
COM20,0.1418259294246012,-18.46,-33.38,-26.83
COM21,0.1418259294246012,-48.25,41.69,-82.17
COM16,0.1421686491022836,-35.84,26.81,-81.87
COM18,0.1421686491022836,-34.32,16.8,-53.92
COM19,0.1421686491022836,5.6,50.09,-10.01
COM20,0.1421686491022836,36.41,8.64,-28.42
COM21,0.1421686491022836,-5.69,50.93,-64.09
COM16,0.00584283261652726,-39.7,-6.77,-67.49
COM18,0.00584283261652726,-18.76,23.7,-48.85
COM19,0.00584283261652726,-60.29,8.84,-49.85
COM20,0.00584283261652726,-20.02,-34.75,-67.27
COM21,0.00584283261652726,-42.87,41.34,-60.77
COM16,0.1780773785678542,-38.85,35.26,-85.28
COM18,0.1780773785678542,-17.98,18.01,-47.8
COM19,0.1780773785678542,-61.24,56.19,2.59
COM20,0.1780773785678542,-21.24,9.87,-16.73
COM21,0.1780773785678542,-59.48,53.69,-83.12
COM16,0.0667614583996198,-35.86,20.32,-71.81
COM18,0.0667614583996198,-36.45,14.87,-60.01
COM19,0.0667614583996198,6.93,48.09,-33.21
COM20,0.0667614583996198,35.79,7.94,-50.97
COM21,0.0667614583996198,-1.05,50.6,-52.12
COM16,0.27135133774817327,-33.75,13.38,-106.53
COM18,0.27135133774817327,-25.93,30.33,-29.77
COM19,0.27135133774817327,1.33,8.73,32.8
COM20,0.27135133774817327,40.63,-34.37,11.95
COM21,0.27135133774817327,1.49,38.87,-88.42
COM16,0.16707418657019726,-38.78,34.17,-84.02
COM18,0.16707418657019726,-18.25,17.67,-49.19
COM19,0.16707418657019726,-60.95,55.54,-2.14
COM20,0.16707418657019726,-21.48,9.95,-19.94
COM21,0.16707418657019726,-59.14,53.73,-81.11
COM16,0.14774833634534124,-38.08,6.91,-87.8
COM18,0.14774833634534124,-14.45,27.0,-37.36
COM19,0.14774833634534124,-62.37,11.64,-6.44
COM20,0.14774833634534124,-18.64,-33.82,-24.76
COM21,0.14774833634534124,-48.37,41.64,-83.04
COM16,0.06615683067823598,-32.24,-5.49,-70.71
COM18,0.06615683067823598,-32.38,24.8,-46.78
COM19,0.06615683067823598,4.71,4.65,-31.12
COM20,0.06615683067823598,38.59,-35.82,-49.78
COM21,0.06615683067823598,9.09,38.84,-56.88
COM16,0.06396171346623851,-39.43,-1.73,-76.19
COM18,0.06396171346623851,-16.97,24.96,-44.2
COM19,0.06396171346623851,-61.23,10.19,-31.63
COM20,0.06396171346623851,-19.37,-34.28,-49.67
COM21,0.06396171346623851,-44.73,41.52,-70.05
COM16,0.010007014088715637,-36.25,-10.88,-70.77
COM18,0.010007014088715637,-34.24,22.97,-51.35
COM19,0.010007014088715637,6.02,3.9,-48.66
COM20,0.010007014088715637,38.04,-35.93,-67.07
COM21,0.010007014088715637,11.87,38.57,-47.73
COM16,0.09312107301742398,-36.02,23.06,-75.96
COM18,0.09312107301742398,-36.0,15.45,-57.59
COM19,0.09312107301742398,6.56,49.21,-25.32
COM20,0.09312107301742398,35.8,8.26,-43.61
COM21,0.09312107301742398,-2.97,50.54,-56.15
COM16,0.17868978739504585,-34.57,5.04,-93.62
COM18,0.17868978739504585,-29.02,27.25,-37.89
COM19,0.17868978739504585,3.17,7.29,3.96
COM20,0.17868978739504585,39.77,-34.93,-16.41
COM21,0.17868978739504585,4.22,38.96,-74.17
COM16,0.25479100513871483,-37.57,41.74,-97.04
COM18,0.25479100513871483,-15.71,19.78,-41.77
COM19,0.25479100513871483,-62.35,57.59,26.38
COM20,0.25479100513871483,-21.08,10.44,7.3
COM21,0.25479100513871483,-63.12,53.72,-94.59
COM16,0.2159866685848476,-34.06,8.38,-99.44
COM18,0.2159866685848476,-28.07,28.29,-34.89
COM19,0.2159866685848476,2.49,7.75,15.62
COM20,0.2159866685848476,39.76,-34.75,-5.79
COM21,0.2159866685848476,3.04,38.7,-79.71
COM16,0.2854955724634001,-34.23,39.54,-103.12
COM18,0.2854955724634001,-30.39,20.15,-42.27
COM19,0.2854955724634001,3.14,52.85,35.75
COM20,0.2854955724634001,37.48,9.27,15.82
COM21,0.2854955724634001,-11.27,50.81,-85.71
COM16,0.17411829044717678,-38.53,34.45,-85.51
COM18,0.17411829044717678,-17.83,17.62,-48.43
COM19,0.17411829044717678,-60.88,55.88,0.69
COM20,0.17411829044717678,-21.6,10.3,-17.95
COM21,0.17411829044717678,-59.08,53.39,-81.91
COM16,0.25010793256062547,-37.4,16.03,-102.04
COM18,0.25010793256062547,-11.28,29.7,-28.67
COM19,0.25010793256062547,-64.28,13.45,25.67
COM20,0.25010793256062547,-18.11,-33.17,6.74
COM21,0.25010793256062547,-52.59,41.8,-98.28
COM16,0.27565010781753924,-34.08,13.89,-107.48
COM18,0.27565010781753924,-26.05,30.14,-29.63
COM19,0.27565010781753924,1.63,9.13,33.76
COM20,0.27565010781753924,40.32,-33.73,13.13
COM21,0.27565010781753924,0.18,39.23,-89.06
COM16,0.12302596571815891,-35.52,25.03,-79.76
COM18,0.12302596571815891,-35.43,15.73,-56.31
COM19,0.12302596571815891,5.81,50.0,-16.33
COM20,0.12302596571815891,36.22,8.64,-34.82
COM21,0.12302596571815891,-3.89,50.6,-60.43
COM16,0.11435566701649806,-38.45,6.23,-82.29
COM18,0.11435566701649806,-15.73,26.15,-40.5
COM19,0.11435566701649806,-55.76,9.89,-15.46
COM20,0.11435566701649806,-18.81,-34.08,-34.96
COM21,0.11435566701649806,-46.98,41.18,-77.27
COM16,0.03770813463333917,-39.89,21.86,-66.33
COM18,0.03770813463333917,-22.59,14.09,-59.57
COM19,0.03770813463333917,-58.6,53.15,-42.36
COM20,0.03770813463333917,-22.96,9.26,-58.79
COM21,0.03770813463333917,-53.17,53.3,-60.86
COM16,0.12067578451494043,-38.5,6.77,-84.06
COM18,0.12067578451494043,-15.43,26.38,-39.61
COM19,0.12067578451494043,-62.16,11.32,-15.27
COM20,0.12067578451494043,-19.11,-33.76,-33.28
COM21,0.12067578451494043,-47.19,41.79,-78.15
COM16,0.17418045248099887,-35.01,29.56,-87.0
COM18,0.17418045248099887,-33.69,17.51,-51.4
COM19,0.17418045248099887,4.69,50.54,1.03
COM20,0.17418045248099887,36.49,8.64,-19.24
COM21,0.17418045248099887,-6.22,50.95,-68.9
COM16,0.24602142031680202,-30.29,9.63,-92.95
COM18,0.24602142031680202,-26.86,29.56,-32.08
COM19,0.24602142031680202,1.79,8.87,24.42
COM20,0.24602142031680202,39.87,-34.54,4.47
COM21,0.24602142031680202,1.62,39.27,-84.28
COM16,0.284407540884698,-33.49,14.3,-108.94
COM18,0.284407540884698,-25.69,30.53,-28.91
COM19,0.284407540884698,1.26,9.5,36.39
COM20,0.284407540884698,40.5,-34.21,16.03
COM21,0.284407540884698,-1.0,39.09,-90.3
COM16,0.1827485489055111,-38.04,35.16,-86.08
COM18,0.1827485489055111,-17.8,18.45,-47.7
COM19,0.1827485489055111,-61.6,56.29,3.68
COM20,0.1827485489055111,-21.54,9.8,-15.25
COM21,0.1827485489055111,-59.43,53.85,-83.28
COM16,0.18296708472029707,-35.03,30.18,-88.35
COM18,0.18296708472029707,-33.59,17.86,-50.98
COM19,0.18296708472029707,4.9,50.7,3.61
COM20,0.18296708472029707,36.59,8.52,-16.29
COM21,0.18296708472029707,-6.89,51.1,-70.19
COM16,0.08639325115464767,-36.18,22.06,-74.51
COM18,0.08639325115464767,-36.41,15.13,-58.61
COM19,0.08639325115464767,6.61,49.19,-27.36
COM20,0.08639325115464767,35.93,8.28,-46.01
COM21,0.08639325115464767,-2.47,50.54,-54.38
COM16,0.1629565048139622,-38.51,7.77,-89.83
COM18,0.1629565048139622,-14.15,27.75,-35.93
COM19,0.1629565048139622,-56.8,10.66,-1.08
COM20,0.1629565048139622,-18.76,-33.79,-20.91
COM21,0.1629565048139622,-49.28,41.53,-85.41
COM16,0.14726836850764483,-35.59,25.23,-82.99
COM18,0.14726836850764483,-34.28,16.69,-53.42
COM19,0.14726836850764483,5.44,50.3,-8.54
COM20,0.14726836850764483,36.26,8.72,-27.25
COM21,0.14726836850764483,-5.07,50.91,-64.3
COM16,0.11479900371287671,-34.8,-1.4,-84.8
COM18,0.11479900371287671,-30.98,26.08,-43.06
COM19,0.11479900371287671,3.9,5.98,-16.43
COM20,0.11479900371287671,38.86,-35.01,-35.92
COM21,0.11479900371287671,7.22,38.73,-64.02
COM16,0.0658594114863455,-36.04,20.16,-72.0
COM18,0.0658594114863455,-36.94,14.61,-60.92
COM19,0.0658594114863455,6.6,48.57,-33.48
COM20,0.0658594114863455,35.51,8.34,-51.35
COM21,0.0658594114863455,-1.6,50.6,-51.82
COM16,0.22735584968164155,-37.31,13.75,-98.68
COM18,0.22735584968164155,-11.99,29.42,-30.49
COM19,0.22735584968164155,-64.07,13.34,18.81
COM20,0.22735584968164155,-18.02,-32.97,-0.53
COM21,0.22735584968164155,-52.06,41.79,-95.46
COM16,0.29922220587029835,-33.97,40.95,-104.14
COM18,0.29922220587029835,-29.49,21.01,-41.19
COM19,0.29922220587029835,2.83,53.06,39.84
COM20,0.29922220587029835,38.08,9.61,19.84
COM21,0.29922220587029835,-12.07,51.21,-88.26
COM16,0.021551442157170107,-36.36,16.11,-65.25
COM18,0.021551442157170107,-38.28,13.49,-64.56
COM19,0.021551442157170107,7.52,47.88,-47.78
COM20,0.021551442157170107,35.0,7.69,-64.94
COM21,0.021551442157170107,1.73,50.68,-44.11
COM16,0.17812674667651615,-37.89,9.15,-91.92
COM18,0.17812674667651615,-13.37,27.97,-35.45
COM19,0.17812674667651615,-63.3,12.12,3.66
COM20,0.17812674667651615,-18.49,-33.8,-15.79
COM21,0.17812674667651615,-50.01,41.79,-87.6
COM16,0.049048208688497595,-39.43,23.03,-66.99
COM18,0.049048208688497595,-21.88,14.6,-58.95
COM19,0.049048208688497595,-59.09,53.64,-38.78
COM20,0.049048208688497595,-23.12,9.24,-55.29
COM21,0.049048208688497595,-53.52,53.55,-62.91
COM16,0.16174322338750688,-35.43,28.29,-84.93
COM18,0.16174322338750688,-33.72,17.15,-52.4
COM19,0.16174322338750688,5.13,50.29,-3.9
COM20,0.16174322338750688,36.46,8.88,-22.27
COM21,0.16174322338750688,-5.49,50.75,-66.25
COM16,0.15587661969339428,-35.13,2.57,-90.4
COM18,0.15587661969339428,-30.02,27.11,-39.64
COM19,0.15587661969339428,3.36,6.93,-4.3
COM20,0.15587661969339428,39.42,-34.98,-23.18
COM21,0.15587661969339428,5.41,38.74,-70.47
COM16,0.10221146601110274,-39.13,27.83,-74.74
COM18,0.10221146601110274,-20.3,16.05,-54.7
COM19,0.10221146601110274,-59.96,54.64,-22.58
COM20,0.10221146601110274,-22.55,9.33,-39.3
COM21,0.10221146601110274,-55.7,53.49,-70.67
COM16,0.044562824320577996,-38.94,-3.45,-73.53
COM18,0.044562824320577996,-17.9,24.52,-45.7
COM19,0.044562824320577996,-60.62,9.39,-37.53
COM20,0.044562824320577996,-19.98,-34.68,-55.78
COM21,0.044562824320577996,-43.66,41.39,-66.49
COM16,0.1745194789603313,-35.0,30.02,-87.29
COM18,0.1745194789603313,-33.47,17.25,-51.82
COM19,0.1745194789603313,4.72,50.76,0.69
COM20,0.1745194789603313,36.81,8.46,-18.5
COM21,0.1745194789603313,-6.39,50.77,-68.84
COM16,0.1935133232686905,-31.44,28.79,-80.96
COM18,0.1935133232686905,-32.77,18.23,-50.26
COM19,0.1935133232686905,4.47,51.29,6.75
COM20,0.1935133232686905,36.96,8.53,-12.96
COM21,0.1935133232686905,-7.36,50.85,-71.91
COM16,0.20432788810699876,-37.6,11.97,-95.88
COM18,0.20432788810699876,-13.09,28.82,-32.97
COM19,0.20432788810699876,-63.62,13.24,11.79
COM20,0.20432788810699876,-18.39,-33.73,-8.15
COM21,0.20432788810699876,-50.79,41.43,-91.47
COM16,0.1249631163161751,-38.79,5.08,-85.16
COM18,0.1249631163161751,-15.13,26.59,-39.22
COM19,0.1249631163161751,-62.27,11.61,-13.49
COM20,0.1249631163161751,-19.05,-34.2,-31.86
COM21,0.1249631163161751,-47.15,41.71,-79.37
